booking_id,requester_id,space_code,requested_start_time,requested_end_time,purpose_of_use,expected_participants,final_booking_status,created_at
1083885,DGU0221,DG055,2023-04-02T08:00:00,2023-04-02T09:00:00,seminar,74,completed,2023-03-22T05:54:00
1083886,DGU0015,DG048,2025-08-30T11:00:00,2025-08-30T13:00:00,meeting,10,completed,2025-08-01T06:54:00
1083887,DGDA0010,DG060,2024-12-01T16:00:00,2024-12-01T17:00:00,student activity,9,completed,2024-11-14T15:50:00
1083888,DGU0345,DG052,2022-11-02T08:00:00,2022-11-02T09:00:00,examination,4,pending,2022-09-23T22:20:00
1083889,DGU0221,DG018,2024-04-05T11:30:00,2024-04-05T13:30:00,student activity,5,cancelled,2024-03-03T06:48:00
1083890,DGU0231,DG060,2023-08-07T08:00:00,2023-08-07T09:00:00,student activity,19,completed,2023-07-05T00:56:00
1083891,DGU0313,DG038,2024-09-15T13:00:00,2024-09-15T14:00:00,seminar,16,completed,2024-07-28T09:12:00
1083892,DGL0003,DG009,2023-12-03T08:00:00,2023-12-03T11:00:00,examination,43,completed,2023-11-05T22:38:00
1083893,DGTA0012,DG038,2023-05-17T14:00:00,2023-05-17T15:00:00,seminar,40,completed,2023-04-13T11:34:00
1083894,DGU0135,DG056,2023-08-10T12:00:00,2023-08-10T14:00:00,examination,51,completed,2023-07-17T09:51:00
1083895,DGU0336,DG049,2024-05-08T16:30:00,2024-05-08T17:30:00,seminar,138,pending,2024-03-12T07:37:00
1083896,DGU0124,DG020,2025-04-22T12:30:00,2025-04-22T13:30:00,seminar,34,cancelled,2025-03-01T11:06:00
1083897,DGL0008,DG021,2022-12-31T11:00:00,2022-12-31T13:00:00,lecture,34,completed,2022-12-24T06:57:00
1083898,DGU0392,DG048,2024-01-27T08:00:00,2024-01-27T09:00:00,student activity,23,cancelled,2024-01-11T02:16:00
1083899,DGU0155,DG014,2023-09-16T08:00:00,2023-09-16T10:00:00,examination,35,completed,2023-08-01T03:13:00
1083900,DGU0298,DG038,2022-09-18T13:30:00,2022-09-18T14:30:00,seminar,21,cancelled,2022-08-11T06:00:00
1083901,DGU0248,DG029,2025-04-08T11:00:00,2025-04-08T13:00:00,meeting,14,completed,2025-03-19T09:55:00
1083902,DGU0038,DG041,2023-06-04T11:00:00,2023-06-04T12:00:00,seminar,15,completed,2023-05-25T05:52:00
1083903,DGU0175,DG020,2023-07-10T14:00:00,2023-07-10T15:00:00,examination,25,cancelled,2023-06-07T11:31:00
1083904,DGL0032,DG043,2025-05-20T11:00:00,2025-05-20T13:00:00,examination,175,completed,2025-04-01T10:30:00
1083905,DGU0136,DG052,2025-06-17T15:00:00,2025-06-17T18:00:00,meeting,30,completed,2025-04-20T14:41:00
1083906,DGU0350,DG034,2024-07-22T10:00:00,2024-07-22T11:00:00,student activity,25,completed,2024-06-11T00:05:00
1083907,DGU0256,DG020,2023-11-16T10:00:00,2023-11-16T12:00:00,seminar,17,approved,2023-10-29T06:58:00
1083908,DGU0320,DG039,2025-04-04T12:30:00,2025-04-04T13:30:00,workshop,15,cancelled,2025-02-09T06:55:00
1083909,DGU0346,DG004,2022-10-30T09:00:00,2022-10-30T11:00:00,student activity,8,pending,2022-09-27T23:55:00
1083910,DGU0354,DG053,2023-12-20T16:00:00,2023-12-20T18:00:00,seminar,7,completed,2023-12-09T15:33:00
1083911,DGL0001,DG021,2024-02-18T16:00:00,2024-02-18T17:30:00,lecture,31,cancelled,2024-02-16T07:13:00
1083912,DGU0027,DG053,2025-04-11T09:00:00,2025-04-11T10:00:00,administrative event,8,approved,2025-02-21T02:49:00
1083913,DGU0259,DG021,2023-10-15T11:00:00,2023-10-15T12:00:00,lecture,20,rejected,2023-08-30T08:36:00
1083914,DGU0218,DG011,2023-05-20T13:00:00,2023-05-20T14:00:00,seminar,2,rejected,2023-03-26T11:01:00
1083915,DGU0269,DG023,2023-06-28T08:00:00,2023-06-28T10:00:00,meeting,3,completed,2023-06-12T01:43:00
1083916,DGU0010,DG031,2024-06-05T10:30:00,2024-06-05T11:30:00,examination,278,cancelled,2024-04-30T06:30:00
1083917,DGU0351,DG012,2022-10-04T12:00:00,2022-10-04T14:00:00,meeting,15,completed,2022-09-28T06:22:00
1083918,DGU0027,DG052,2024-04-22T14:00:00,2024-04-22T15:00:00,workshop,30,no-show,2024-03-25T05:30:00
1083919,DGU0279,DG028,2025-07-08T16:00:00,2025-07-08T17:30:00,student activity,4,rejected,2025-06-06T12:42:00
1083920,DGTA0016,DG027,2023-02-18T15:30:00,2023-02-18T16:30:00,seminar,15,pending,2023-01-02T14:33:00
1083921,DGU0023,DG044,2025-03-05T09:00:00,2025-03-05T10:00:00,seminar,12,approved,2025-02-19T02:47:00
1083922,DGU0156,DG027,2023-06-29T10:00:00,2023-06-29T11:00:00,lecture,29,completed,2023-05-20T06:27:00
1083923,DGU0296,DG029,2024-11-05T11:00:00,2024-11-05T13:00:00,examination,18,cancelled,2024-10-21T04:25:00
1083924,DGU0354,DG019,2023-12-23T10:00:00,2023-12-23T12:00:00,workshop,75,completed,2023-11-24T05:29:00
1083925,DGL0008,DG042,2025-07-22T10:00:00,2025-07-22T11:00:00,workshop,40,no-show,2025-07-07T08:55:00
1083926,DGU0056,DG022,2025-01-22T13:00:00,2025-01-22T15:00:00,meeting,13,approved,2024-12-16T10:33:00
1083927,DGU0182,DG056,2025-06-03T14:00:00,2025-06-03T15:00:00,lecture,48,completed,2025-04-04T11:14:00
1083928,DGU0244,DG031,2025-01-28T11:00:00,2025-01-28T13:00:00,administrative event,154,no-show,2024-12-29T09:00:00
1083929,DGU0159,DG019,2025-03-10T09:30:00,2025-03-10T11:30:00,workshop,55,cancelled,2025-01-23T03:43:00
1083930,DGU0135,DG010,2024-07-30T09:00:00,2024-07-30T10:00:00,workshop,2,no-show,2024-06-03T01:40:00
1083931,DGU0325,DG052,2024-08-03T09:00:00,2024-08-03T11:00:00,workshop,17,completed,2024-06-29T04:26:00
1083932,DGU0342,DG021,2025-03-26T11:00:00,2025-03-26T12:00:00,student activity,35,pending,2025-02-17T02:52:00
1083933,DGU0257,DG032,2024-12-27T09:00:00,2024-12-27T11:00:00,seminar,24,completed,2024-12-03T01:18:00
1083934,DGU0135,DG053,2022-12-04T12:00:00,2022-12-04T13:00:00,seminar,8,completed,2022-11-06T04:52:00
1083935,DGU0019,DG041,2024-01-26T16:00:00,2024-01-26T17:30:00,seminar,23,rejected,2023-11-29T10:25:00
1083936,DGU0249,DG039,2022-10-20T12:00:00,2022-10-20T14:00:00,examination,29,completed,2022-08-30T03:52:00
1083937,DGU0087,DG024,2024-07-15T15:00:00,2024-07-15T16:00:00,meeting,37,approved,2024-06-18T14:12:00
1083938,DGU0122,DG024,2023-09-02T11:00:00,2023-09-02T12:00:00,workshop,9,completed,2023-08-30T04:37:00
1083939,DGU0107,DG048,2025-01-27T09:30:00,2025-01-27T11:00:00,student activity,17,rejected,2024-12-20T07:50:00
1083940,DGU0125,DG005,2025-01-31T08:00:00,2025-01-31T09:30:00,administrative event,23,rejected,2025-01-06T00:42:00
1083941,DGU0202,DG021,2025-02-09T14:00:00,2025-02-09T17:00:00,student activity,8,approved,2024-12-24T06:23:00
1083942,DGU0150,DG024,2024-07-28T09:00:00,2024-07-28T11:00:00,meeting,14,completed,2024-06-17T00:34:00
1083943,DGU0349,DG011,2023-04-10T09:00:00,2023-04-10T10:00:00,meeting,12,completed,2023-02-14T05:56:00
1083944,DGU0326,DG008,2025-07-08T10:00:00,2025-07-08T11:00:00,examination,24,completed,2025-05-10T02:02:00
1083945,DGU0284,DG012,2023-06-17T09:00:00,2023-06-17T10:00:00,workshop,14,completed,2023-05-28T01:21:00
1083946,DGL0009,DG010,2024-10-08T10:00:00,2024-10-08T11:00:00,workshop,8,approved,2024-08-20T04:13:00
1083947,DGU0284,DG020,2024-01-09T08:00:00,2024-01-09T11:00:00,examination,23,completed,2023-11-26T07:21:00
1083948,DGU0067,DG010,2023-02-06T12:00:00,2023-02-06T14:00:00,student activity,2,pending,2023-01-20T03:32:00
1083949,DGU0283,DG059,2022-10-19T08:00:00,2022-10-19T09:00:00,meeting,8,completed,2022-09-11T07:30:00
1083950,DGU0371,DG027,2025-04-09T15:00:00,2025-04-09T16:00:00,student activity,42,completed,2025-03-04T10:12:00
1083951,DGU0066,DG002,2025-02-16T10:30:00,2025-02-16T11:30:00,examination,19,cancelled,2024-12-27T08:07:00
1083952,DGU0107,DG050,2024-08-18T16:30:00,2024-08-18T17:30:00,seminar,44,cancelled,2024-07-03T13:32:00
1083953,DGU0023,DG059,2023-09-21T15:00:00,2023-09-21T16:00:00,administrative event,9,approved,2023-07-28T09:37:00
1083954,DGU0317,DG025,2024-08-17T10:00:00,2024-08-17T11:00:00,workshop,87,completed,2024-07-25T03:56:00
1083955,DGU0156,DG012,2022-11-22T11:30:00,2022-11-22T13:00:00,seminar,9,rejected,2022-10-18T06:07:00
1083956,DGU0012,DG017,2025-02-18T14:30:00,2025-02-18T15:30:00,seminar,3,pending,2025-01-25T04:58:00
1083957,DGU0250,DG001,2024-03-18T09:00:00,2024-03-18T10:00:00,administrative event,158,approved,2024-02-10T23:50:00
1083958,DGU0355,DG017,2023-05-17T15:00:00,2023-05-17T16:00:00,meeting,21,rejected,2023-05-08T08:54:00
1083959,DGU0126,DG018,2023-09-01T15:00:00,2023-09-01T16:30:00,workshop,19,pending,2023-08-10T10:34:00
1083960,DGU0301,DG003,2025-06-15T15:00:00,2025-06-15T16:30:00,examination,17,pending,2025-06-10T07:57:00
1083961,DGU0374,DG018,2023-07-28T09:00:00,2023-07-28T10:00:00,student activity,15,completed,2023-06-20T23:55:00
1083962,DGU0338,DG053,2023-10-24T16:00:00,2023-10-24T17:00:00,workshop,3,approved,2023-09-15T06:22:00
1083963,DGU0082,DG024,2024-04-26T08:00:00,2024-04-26T11:00:00,meeting,23,approved,2024-04-10T00:40:00
1083964,DGU0127,DG009,2024-11-27T13:00:00,2024-11-27T14:00:00,lecture,20,completed,2024-10-13T05:42:00
1083965,DGU0302,DG017,2023-09-30T15:00:00,2023-09-30T17:00:00,administrative event,16,completed,2023-08-08T06:13:00
1083966,DGU0093,DG011,2024-08-08T08:00:00,2024-08-08T09:00:00,administrative event,11,approved,2024-07-05T00:09:00
1083967,DGU0203,DG003,2024-04-03T08:00:00,2024-04-03T09:00:00,examination,51,completed,2024-03-18T05:41:00
1083968,DGU0013,DG040,2025-08-01T16:30:00,2025-08-01T18:00:00,meeting,26,pending,2025-06-25T16:11:00
1083969,DGU0365,DG018,2024-05-06T16:00:00,2024-05-06T17:00:00,workshop,16,completed,2024-04-06T14:12:00
1083970,DGU0387,DG059,2025-02-04T11:30:00,2025-02-04T12:30:00,lecture,11,rejected,2025-02-02T09:21:00
1083971,DGU0097,DG013,2022-10-14T15:00:00,2022-10-14T17:00:00,examination,67,completed,2022-09-21T11:33:00
1083972,DGU0057,DG005,2023-02-09T15:00:00,2023-02-09T16:00:00,meeting,3,completed,2023-01-16T09:32:00
1083973,DGU0046,DG028,2023-02-11T16:00:00,2023-02-11T18:00:00,workshop,8,completed,2023-01-21T13:07:00
1083974,DGU0069,DG049,2025-04-27T10:00:00,2025-04-27T12:00:00,administrative event,134,completed,2025-04-03T00:12:00
1083975,DGU0131,DG019,2024-03-26T13:00:00,2024-03-26T14:00:00,examination,30,completed,2024-03-19T09:36:00
1083976,DGL0032,DG017,2025-08-13T08:30:00,2025-08-13T09:30:00,administrative event,10,rejected,2025-08-04T04:26:00
1083977,DGU0281,DG025,2024-06-24T11:00:00,2024-06-24T12:00:00,administrative event,196,cancelled,2024-06-11T04:42:00
1083978,DGU0066,DG060,2025-03-12T10:00:00,2025-03-12T12:00:00,student activity,49,pending,2025-01-29T00:35:00
1083979,DGL0032,DG035,2025-02-14T12:30:00,2025-02-14T14:00:00,administrative event,9,pending,2025-01-16T10:41:00
1083980,DGU0285,DG015,2023-04-06T08:00:00,2023-04-06T10:00:00,meeting,10,approved,2023-04-03T23:40:00
1083981,DGU0065,DG017,2023-07-15T15:30:00,2023-07-15T16:30:00,seminar,19,cancelled,2023-05-30T10:59:00
1083982,DGL0006,DG039,2023-01-05T17:00:00,2023-01-05T18:00:00,examination,19,no-show,2022-12-27T16:00:00
1083983,DGU0207,DG058,2022-09-15T12:00:00,2022-09-15T13:00:00,workshop,25,completed,2022-09-10T05:40:00
1083984,DGU0189,DG041,2022-09-15T14:30:00,2022-09-15T16:00:00,lecture,14,cancelled,2022-08-26T06:16:00
1083985,DGU0016,DG034,2024-02-09T17:00:00,2024-02-09T18:00:00,meeting,5,completed,2023-12-13T13:43:00
1083986,DGU0065,DG017,2023-09-22T08:00:00,2023-09-22T10:00:00,seminar,7,completed,2023-08-30T00:33:00
1083987,DGU0319,DG036,2024-02-09T11:30:00,2024-02-09T12:30:00,student activity,35,cancelled,2023-12-11T07:09:00
1083988,DGL0007,DG013,2023-02-18T14:00:00,2023-02-18T15:00:00,examination,245,no-show,2023-02-07T13:11:00
1083989,DGU0400,DG052,2023-02-11T11:00:00,2023-02-11T12:00:00,workshop,9,completed,2022-12-27T01:03:00
1083990,DGU0289,DG048,2022-12-23T09:00:00,2022-12-23T10:00:00,meeting,11,cancelled,2022-10-28T05:17:00
1083991,DGU0010,DG049,2025-03-21T16:30:00,2025-03-21T17:30:00,examination,111,cancelled,2025-01-22T11:07:00
1083992,DGU0393,DG055,2023-09-10T11:00:00,2023-09-10T12:00:00,examination,195,completed,2023-07-21T06:26:00
1083993,DGU0228,DG046,2025-06-18T16:00:00,2025-06-18T17:00:00,meeting,17,approved,2025-06-13T08:18:00
1083994,DGU0206,DG033,2025-08-01T11:00:00,2025-08-01T13:00:00,lecture,42,completed,2025-07-19T03:27:00
1083995,DGU0196,DG045,2022-12-27T15:00:00,2022-12-27T16:00:00,student activity,10,pending,2022-11-05T07:29:00
1083996,DGU0323,DG035,2024-04-19T10:00:00,2024-04-19T12:00:00,seminar,13,completed,2024-03-18T08:25:00
1083997,DGU0173,DG008,2024-02-26T11:30:00,2024-02-26T12:30:00,lecture,36,pending,2024-02-10T09:49:00
1083998,DGU0005,DG024,2025-05-11T11:30:00,2025-05-11T12:30:00,student activity,36,cancelled,2025-04-24T06:31:00
1083999,DGU0294,DG007,2025-03-16T16:00:00,2025-03-16T17:00:00,workshop,265,completed,2025-01-23T08:10:00
1084000,DGU0050,DG008,2025-04-25T09:00:00,2025-04-25T10:00:00,examination,22,approved,2025-03-18T05:17:00
1084001,DGDA0003,DG018,2023-11-20T17:00:00,2023-11-20T18:00:00,student activity,20,no-show,2023-10-15T12:18:00
1084002,DGU0394,DG031,2022-09-02T09:30:00,2022-09-02T11:30:00,workshop,208,cancelled,2022-08-26T08:58:00
1084003,DGU0206,DG053,2025-01-02T09:00:00,2025-01-02T11:00:00,meeting,3,approved,2024-11-25T06:25:00
1084004,DGU0076,DG003,2025-08-01T13:00:00,2025-08-01T14:00:00,examination,14,approved,2025-06-08T12:24:00
1084005,DGTA0002,DG037,2023-10-19T14:00:00,2023-10-19T16:00:00,seminar,102,pending,2023-09-07T12:39:00
1084006,DGU0278,DG030,2024-09-06T14:00:00,2024-09-06T15:30:00,meeting,20,cancelled,2024-07-12T10:28:00
1084007,DGL0030,DG038,2024-07-02T13:00:00,2024-07-02T15:00:00,seminar,15,rejected,2024-06-30T09:03:00
1084008,DGU0146,DG037,2023-06-09T09:30:00,2023-06-09T11:30:00,administrative event,85,pending,2023-06-01T01:43:00
1084009,DGU0101,DG053,2024-04-25T17:00:00,2024-04-25T18:00:00,administrative event,5,completed,2024-04-19T08:29:00
1084010,DGU0053,DG058,2023-01-06T09:00:00,2023-01-06T11:00:00,workshop,31,pending,2022-12-28T06:40:00
1084011,DGU0274,DG020,2024-06-21T15:30:00,2024-06-21T16:30:00,seminar,5,pending,2024-05-25T09:34:00
1084012,DGU0192,DG016,2023-09-07T09:00:00,2023-09-07T11:00:00,student activity,12,approved,2023-07-23T02:20:00
1084013,DGL0009,DG052,2024-05-01T10:00:00,2024-05-01T11:00:00,meeting,19,completed,2024-03-12T04:27:00
1084014,DGDA0009,DG058,2025-06-18T12:30:00,2025-06-18T14:30:00,student activity,6,pending,2025-05-26T09:20:00
1084015,DGU0021,DG007,2024-08-28T14:30:00,2024-08-28T15:30:00,examination,226,cancelled,2024-08-07T10:58:00
1084016,DGU0100,DG056,2023-03-01T10:00:00,2023-03-01T11:00:00,seminar,18,completed,2023-02-07T07:05:00
1084017,DGU0069,DG013,2023-03-26T12:30:00,2023-03-26T13:30:00,seminar,54,rejected,2023-02-11T04:53:00
1084018,DGU0164,DG029,2023-06-23T13:00:00,2023-06-23T14:00:00,administrative event,12,completed,2023-05-02T06:23:00
1084019,DGU0331,DG024,2022-12-25T16:00:00,2022-12-25T17:00:00,workshop,29,approved,2022-12-16T06:02:00
1084020,DGU0120,DG013,2025-03-09T10:00:00,2025-03-09T11:30:00,administrative event,188,rejected,2025-02-10T09:49:00
1084021,DGL0017,DG059,2024-09-01T11:30:00,2024-09-01T12:30:00,examination,16,cancelled,2024-07-09T05:32:00
1084022,DGU0096,DG019,2025-01-28T09:00:00,2025-01-28T10:00:00,workshop,44,completed,2025-01-07T03:29:00
1084023,DGU0210,DG006,2024-10-10T15:00:00,2024-10-10T16:00:00,workshop,35,completed,2024-08-17T05:26:00
1084024,DGU0030,DG011,2023-01-24T16:30:00,2023-01-24T17:30:00,meeting,5,cancelled,2022-12-04T09:20:00
1084025,DGU0332,DG031,2025-05-01T15:00:00,2025-05-01T16:00:00,administrative event,78,cancelled,2025-03-18T13:16:00
1084026,DGU0026,DG048,2023-03-16T11:00:00,2023-03-16T12:00:00,workshop,16,cancelled,2023-03-07T05:41:00
1084027,DGU0018,DG005,2022-10-07T15:00:00,2022-10-07T16:00:00,administrative event,11,cancelled,2022-10-03T06:58:00
1084028,DGU0380,DG051,2024-02-21T10:00:00,2024-02-21T12:00:00,lecture,38,approved,2024-01-08T05:10:00
1084029,DGU0319,DG057,2023-11-01T12:30:00,2023-11-01T13:30:00,examination,47,pending,2023-10-09T07:21:00
1084030,DGU0047,DG021,2024-11-23T13:30:00,2024-11-23T15:00:00,lecture,5,pending,2024-09-29T07:13:00
1084031,DGU0242,DG057,2025-04-30T09:00:00,2025-04-30T10:00:00,examination,14,completed,2025-04-01T03:50:00
1084032,DGU0398,DG036,2022-09-29T09:00:00,2022-09-29T11:00:00,workshop,46,completed,2022-08-19T05:19:00
1084033,DGU0170,DG057,2024-10-29T09:30:00,2024-10-29T11:00:00,student activity,45,cancelled,2024-10-19T07:30:00
1084034,DGU0227,DG033,2023-12-15T08:00:00,2023-12-15T09:00:00,lecture,42,approved,2023-11-21T06:34:00
1084035,DGL0012,DG050,2023-07-08T17:00:00,2023-07-08T18:00:00,lecture,40,completed,2023-05-17T09:02:00
1084036,DGU0088,DG016,2022-11-26T15:00:00,2022-11-26T17:00:00,meeting,16,completed,2022-11-09T05:22:00
1084037,DGTA0011,DG057,2025-03-15T11:30:00,2025-03-15T12:30:00,lecture,34,cancelled,2025-02-13T08:38:00
1084038,DGU0184,DG016,2022-09-21T12:00:00,2022-09-21T13:00:00,workshop,14,cancelled,2022-08-19T10:28:00
1084039,DGL0007,DG049,2022-11-21T14:00:00,2022-11-21T16:00:00,meeting,36,completed,2022-10-29T08:22:00
1084040,DGU0391,DG006,2023-11-30T11:00:00,2023-11-30T12:00:00,lecture,16,completed,2023-11-05T07:30:00
1084041,DGU0390,DG021,2023-01-29T13:30:00,2023-01-29T15:30:00,student activity,29,pending,2022-12-24T06:07:00
1084042,DGU0370,DG042,2025-07-01T15:00:00,2025-07-01T16:00:00,meeting,51,no-show,2025-06-14T06:43:00
1084043,DGU0175,DG031,2025-03-12T08:00:00,2025-03-12T11:00:00,examination,295,completed,2025-02-23T05:56:00
1084044,DGU0378,DG019,2022-10-27T12:00:00,2022-10-27T13:00:00,examination,32,approved,2022-10-01T11:21:00
1084045,DGL0034,DG032,2023-01-19T16:00:00,2023-01-19T17:00:00,seminar,51,approved,2022-12-04T10:38:00
1084046,DGU0074,DG009,2025-01-16T13:00:00,2025-01-16T14:00:00,lecture,36,cancelled,2024-12-21T03:08:00
1084047,DGU0055,DG041,2025-06-06T17:00:00,2025-06-06T18:00:00,seminar,18,completed,2025-05-01T07:36:00
1084048,DGU0252,DG004,2024-09-23T15:30:00,2024-09-23T17:00:00,student activity,4,cancelled,2024-07-29T12:09:00
1084049,DGL0024,DG014,2024-07-05T11:30:00,2024-07-05T12:30:00,lecture,43,pending,2024-06-15T08:33:00
1084050,DGU0021,DG015,2022-09-25T12:00:00,2022-09-25T13:00:00,student activity,41,pending,2022-08-18T05:27:00
1084051,DGU0194,DG038,2023-04-12T13:00:00,2023-04-12T14:00:00,examination,11,cancelled,2023-02-21T04:21:00
1084052,DGU0019,DG044,2023-02-14T10:30:00,2023-02-14T11:30:00,lecture,50,rejected,2023-01-26T01:54:00
1084053,DGU0254,DG050,2024-02-22T08:00:00,2024-02-22T09:00:00,seminar,32,completed,2024-01-20T03:29:00
1084054,DGU0066,DG036,2024-11-25T10:00:00,2024-11-25T12:00:00,meeting,20,completed,2024-10-20T04:46:00
1084055,DGU0366,DG033,2024-06-15T09:00:00,2024-06-15T11:00:00,lecture,39,completed,2024-05-08T08:19:00
1084056,DGU0239,DG034,2022-11-14T11:00:00,2022-11-14T12:00:00,lecture,23,pending,2022-10-04T04:29:00
1084057,DGL0001,DG042,2025-02-23T15:00:00,2025-02-23T16:00:00,workshop,41,approved,2025-02-19T08:22:00
1084058,DGL0017,DG039,2025-06-17T13:00:00,2025-06-17T15:00:00,student activity,28,approved,2025-05-19T09:31:00
1084059,DGU0112,DG059,2023-03-25T12:00:00,2023-03-25T13:30:00,workshop,18,rejected,2023-02-04T02:21:00
1084060,DGU0034,DG041,2023-02-10T08:00:00,2023-02-10T10:00:00,administrative event,5,approved,2023-02-01T23:10:00
1084061,DGU0159,DG012,2024-03-05T11:00:00,2024-03-05T12:00:00,meeting,19,completed,2024-01-25T04:49:00
1084062,DGU0372,DG022,2023-12-11T12:00:00,2023-12-11T13:00:00,student activity,5,approved,2023-10-17T08:49:00
1084063,DGU0024,DG018,2025-03-04T10:00:00,2025-03-04T11:00:00,workshop,23,no-show,2025-01-26T05:46:00
1084064,DGU0149,DG011,2022-12-29T11:00:00,2022-12-29T12:00:00,meeting,11,rejected,2022-12-26T07:57:00
1084065,DGTA0020,DG019,2024-02-01T11:00:00,2024-02-01T12:00:00,administrative event,128,completed,2024-01-03T03:38:00
1084066,DGDA0007,DG019,2024-11-07T16:00:00,2024-11-07T17:00:00,seminar,92,completed,2024-09-27T10:33:00
1084067,DGU0066,DG027,2025-01-15T13:00:00,2025-01-15T14:00:00,lecture,42,rejected,2024-11-29T07:32:00
1084068,DGU0158,DG044,2023-08-16T13:00:00,2023-08-16T14:00:00,lecture,55,rejected,2023-08-14T03:15:00
1084069,DGU0121,DG048,2025-04-18T11:00:00,2025-04-18T14:00:00,student activity,20,approved,2025-02-25T06:17:00
1084070,DGU0366,DG025,2024-08-29T14:00:00,2024-08-29T16:00:00,administrative event,109,completed,2024-08-20T06:18:00
1084071,DGL0027,DG044,2024-08-19T12:00:00,2024-08-19T15:00:00,seminar,14,no-show,2024-07-15T11:27:00
1084072,DGL0029,DG043,2025-07-14T09:00:00,2025-07-14T12:00:00,administrative event,110,completed,2025-07-02T01:40:00
1084073,DGU0377,DG047,2022-11-30T09:30:00,2022-11-30T11:30:00,seminar,1,pending,2022-11-05T09:30:00
1084074,DGU0096,DG031,2023-11-30T12:30:00,2023-11-30T13:30:00,workshop,208,cancelled,2023-10-28T05:11:00
1084075,DGU0057,DG048,2025-02-09T16:00:00,2025-02-09T18:00:00,examination,40,approved,2025-01-05T13:55:00
1084076,DGU0206,DG024,2024-01-16T15:00:00,2024-01-16T17:00:00,workshop,13,completed,2024-01-02T11:48:00
1084077,DGU0331,DG021,2023-12-25T15:30:00,2023-12-25T17:00:00,examination,35,rejected,2023-11-13T11:08:00
1084078,DGU0098,DG048,2023-07-19T12:00:00,2023-07-19T14:00:00,student activity,25,completed,2023-06-12T07:49:00
1084079,DGU0223,DG004,2025-06-17T13:00:00,2025-06-17T14:00:00,student activity,21,approved,2025-04-19T12:44:00
1084080,DGU0276,DG042,2023-02-24T16:00:00,2023-02-24T17:00:00,student activity,31,completed,2023-02-09T08:51:00
1084081,DGU0075,DG058,2023-09-14T13:30:00,2023-09-14T14:30:00,workshop,8,pending,2023-07-27T08:25:00
1084082,DGU0382,DG005,2022-12-21T15:00:00,2022-12-21T16:00:00,administrative event,11,pending,2022-10-25T05:23:00
1084083,DGU0250,DG052,2024-11-19T15:00:00,2024-11-19T16:00:00,student activity,8,rejected,2024-10-18T08:43:00
1084084,DGU0316,DG047,2023-05-28T16:00:00,2023-05-28T18:00:00,administrative event,5,approved,2023-05-16T13:13:00
1084085,DGU0123,DG057,2023-09-26T11:00:00,2023-09-26T13:00:00,lecture,14,completed,2023-08-19T01:10:00
1084086,DGU0168,DG037,2022-11-26T11:00:00,2022-11-26T14:00:00,administrative event,23,no-show,2022-11-16T05:37:00
1084087,DGU0366,DG029,2024-02-01T10:00:00,2024-02-01T11:00:00,seminar,23,completed,2023-12-03T09:48:00
