booking_id,staff_id,decision,decision_time,decision_note,rejection_reason,decision_method
1073144,DGFS0014,approved,2023-10-08T01:24:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073145,DGFS0014,approved,2025-03-01T08:51:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073146,DGFS0021,approved,2023-12-22T22:18:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073147,DGFS0024,rejected,2025-03-04T18:31:00,Generated staff review rejected this request.,Requested setup is not supported.,staff
1073148,DGFM0002,approved,2023-11-08T16:12:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073150,DGFS0004,approved,2022-10-11T00:32:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073151,DGFS0011,approved,2023-04-01T01:46:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073152,DGFS0020,rejected,2023-11-02T04:39:00,Generated staff review rejected this request.,Requested setup is not supported.,staff
1073153,DGFS0019,approved,2024-08-28T03:10:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073154,DGFS0006,approved,2023-05-04T19:58:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073155,DGFS0007,approved,2023-10-30T03:42:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073157,DGFS0018,approved,2022-12-22T04:15:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073160,,approved,2025-03-11T08:46:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1073161,DGFS0013,approved,2025-04-03T18:34:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073164,DGFS0025,approved,2023-08-28T17:03:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073165,DGFS0008,approved,2025-08-05T22:04:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073166,DGFS0001,approved,2024-04-24T18:20:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073167,DGFS0021,approved,2024-08-04T19:28:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073168,DGFS0008,rejected,2024-02-04T22:01:00,Generated staff review rejected this request.,Purpose does not satisfy the space policy.,staff
1073169,DGFM0005,approved,2024-02-21T11:46:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073170,DGFS0003,approved,2023-06-20T00:15:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073172,DGFM0001,approved,2023-01-10T19:26:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073173,DGFS0015,approved,2023-02-16T06:39:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073174,DGFS0023,approved,2025-01-20T08:07:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073176,DGFS0020,rejected,2025-05-19T02:13:00,Generated staff review rejected this request.,Requested operational support is unavailable.,staff
1073177,,approved,2024-06-01T09:40:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1073178,DGFS0013,approved,2025-07-13T22:45:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073180,,approved,2024-10-12T07:46:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1073184,DGFS0004,approved,2024-11-27T10:22:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073185,DGFS0003,approved,2025-05-01T23:52:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073186,DGFS0022,approved,2023-10-24T08:20:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073187,DGFS0020,approved,2023-04-07T10:11:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073188,DGFS0008,approved,2023-02-04T04:36:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073189,DGFS0018,approved,2025-03-06T06:41:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073193,DGFS0014,approved,2024-04-03T09:20:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073194,DGFS0021,approved,2022-11-03T13:59:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073197,DGFS0002,approved,2022-11-13T01:17:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073199,DGFS0009,approved,2024-12-27T19:02:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073200,DGFS0017,approved,2023-05-04T06:13:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073201,DGFM0004,approved,2022-11-22T13:24:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073202,DGFS0010,approved,2023-04-30T00:53:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073204,DGFS0006,rejected,2024-02-08T04:17:00,Generated staff review rejected this request.,Requested operational support is unavailable.,staff
1073205,DGFS0020,approved,2022-08-22T01:54:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073206,DGFS0021,approved,2024-01-07T05:02:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073207,,approved,2025-08-10T05:15:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1073208,DGFM0003,approved,2022-10-26T05:17:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073209,DGFM0004,approved,2023-04-19T06:51:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073210,DGFS0008,approved,2025-06-26T09:21:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073212,DGFS0009,approved,2024-04-30T10:24:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073213,DGFS0025,approved,2023-09-12T03:49:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073214,DGFS0007,approved,2022-08-22T13:42:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073215,DGFS0022,approved,2025-05-04T21:45:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073216,,approved,2024-02-16T04:13:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1073217,DGFM0001,approved,2023-12-15T22:23:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073218,DGFS0009,rejected,2023-11-06T07:23:00,Generated staff review rejected this request.,Requested setup is not supported.,staff
1073219,DGFS0017,approved,2023-11-22T12:16:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073220,DGFS0022,approved,2023-04-04T17:01:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073222,DGFS0005,rejected,2025-07-02T10:52:00,Generated staff review rejected this request.,Requested operational support is unavailable.,staff
1073224,DGFS0009,approved,2023-12-09T18:12:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073225,,approved,2022-11-14T10:19:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1073227,DGFS0013,approved,2023-12-29T15:04:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073228,DGFS0003,approved,2022-11-03T04:35:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073229,DGFS0019,approved,2023-04-03T12:12:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073231,DGFM0005,rejected,2023-02-15T22:51:00,Generated staff review rejected this request.,Requested operational support is unavailable.,staff
1073233,DGFS0014,approved,2025-02-01T21:40:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073234,DGFS0014,approved,2024-10-20T07:03:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073235,DGFS0015,approved,2023-07-07T18:56:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073236,DGFS0007,rejected,2022-09-26T13:23:00,Generated staff review rejected this request.,Requested operational support is unavailable.,staff
1073238,,approved,2024-08-14T05:01:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1073239,DGFS0006,approved,2022-11-20T21:37:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073240,DGFS0007,approved,2025-04-12T02:03:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073242,DGFS0019,approved,2024-07-22T03:20:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073243,,approved,2024-02-14T05:07:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1073245,,approved,2022-09-25T01:22:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1073248,DGFM0005,rejected,2024-04-01T20:46:00,Generated staff review rejected this request.,Requested operational support is unavailable.,staff
1073250,DGFS0001,approved,2025-07-22T07:14:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073256,,approved,2023-07-09T04:46:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1073259,DGFS0002,rejected,2024-02-02T01:12:00,Generated staff review rejected this request.,Requested operational support is unavailable.,staff
1073260,DGFS0011,approved,2023-10-08T20:58:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073265,DGFS0009,approved,2023-07-03T19:33:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073267,DGFS0019,approved,2023-07-24T00:52:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073268,DGFM0001,approved,2022-08-19T23:00:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073269,DGFS0016,approved,2024-05-14T13:31:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073270,DGFS0018,approved,2022-11-18T18:27:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073271,,approved,2023-10-23T02:36:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1073272,DGFS0025,approved,2025-01-25T02:04:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073273,DGFS0012,approved,2025-05-27T02:23:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073274,DGFM0004,approved,2022-11-01T04:07:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073275,DGFM0002,rejected,2024-07-03T15:56:00,Generated staff review rejected this request.,Requested operational support is unavailable.,staff
1073276,DGFS0011,approved,2023-07-30T00:28:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073277,DGFM0002,rejected,2022-09-07T08:20:00,Generated staff review rejected this request.,Requested setup is not supported.,staff
1073280,DGFS0003,approved,2024-05-20T14:35:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073282,DGFM0002,approved,2024-09-09T01:04:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073286,DGFS0017,approved,2024-10-02T21:30:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073287,DGFS0004,rejected,2023-05-27T08:19:00,Generated staff review rejected this request.,Purpose does not satisfy the space policy.,staff
1073288,DGFS0022,approved,2024-12-13T08:20:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073292,,approved,2025-07-25T12:57:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1073293,DGFS0016,approved,2023-12-26T10:31:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073295,DGFS0003,approved,2024-02-02T20:51:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073296,DGFS0015,approved,2022-09-20T08:46:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073297,DGFS0007,approved,2025-03-12T04:00:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073298,DGFM0002,approved,2024-02-29T19:48:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073300,DGFM0001,approved,2025-03-23T09:51:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1073301,,approved,2024-11-27T13:14:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1073302,DGFS0007,approved,2023-12-24T02:10:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
