booking_id,actual_start_time,checked_in_by,initial_condition,actual_end_time,final_condition,usage_notes
1089176,2024-06-23T10:03:00,DGFS0006,Generated check-in: room ready for use.,2024-06-23T12:04:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089177,2024-11-08T15:56:00,DGFS0024,Generated check-in: room ready for use.,2024-11-08T17:12:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089178,2023-03-23T16:54:00,DGFM0004,Generated check-in: room ready for use.,2023-03-23T18:07:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089180,2023-02-11T11:03:00,DGFS0009,Generated check-in: room ready for use.,2023-02-11T12:08:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089181,2024-11-13T14:53:00,DGFS0009,Generated check-in: room ready for use.,2024-11-13T18:14:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089183,2024-07-28T17:07:00,DGFS0016,Generated check-in: room ready for use.,2024-07-28T18:00:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089185,2024-02-20T12:52:00,DGFS0020,Generated check-in: room ready for use.,2024-02-20T13:55:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089188,2024-03-16T11:56:00,DGFS0008,Generated check-in: room ready for use.,2024-03-16T15:05:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089191,2022-11-06T15:53:00,DGFM0001,Generated check-in: room ready for use.,2022-11-06T18:10:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089195,2023-03-09T09:54:00,DGFS0007,Generated check-in: room ready for use.,2023-03-09T11:09:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089196,2025-04-25T08:10:00,DGFS0009,Generated check-in: room ready for use.,2025-04-25T10:05:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089200,2023-12-14T08:56:00,DGFS0001,Generated check-in: room ready for use.,2023-12-14T10:04:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089203,2022-11-10T10:08:00,DGFS0003,Generated check-in: room ready for use.,2022-11-10T12:00:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089204,2025-02-05T09:53:00,DGFS0017,Generated check-in: room ready for use.,2025-02-05T13:00:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089206,2024-09-16T11:10:00,DGFS0005,Generated check-in: room ready for use.,2024-09-16T12:13:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089207,2023-12-10T11:58:00,DGFS0001,Generated check-in: room ready for use.,2023-12-10T13:06:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089208,2025-08-22T12:55:00,DGFS0020,Generated check-in: room ready for use.,2025-08-22T14:03:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089210,2023-11-29T08:06:00,DGFS0016,Generated check-in: room ready for use.,2023-11-29T09:01:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089211,2025-08-04T07:51:00,DGFS0021,Generated check-in: room ready for use.,2025-08-04T10:06:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089212,2024-10-13T10:03:00,DGFS0022,Generated check-in: room ready for use.,2024-10-13T11:05:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089215,2024-12-09T12:02:00,DGFS0009,Generated check-in: room ready for use.,2024-12-09T14:15:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089218,2023-12-06T14:05:00,DGFS0015,Generated check-in: room ready for use.,2023-12-06T15:10:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089220,2022-10-10T09:52:00,DGFS0009,Generated check-in: room ready for use.,2022-10-10T11:11:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089221,2022-12-02T14:55:00,DGFS0006,Generated check-in: room ready for use.,2022-12-02T17:15:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089223,2023-02-22T10:01:00,DGFS0007,Generated check-in: room ready for use.,2023-02-22T10:58:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089224,2023-04-16T13:51:00,DGFS0007,Generated check-in: room ready for use.,2023-04-16T15:01:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089225,2025-05-25T13:09:00,DGFM0003,Generated check-in: room ready for use.,2025-05-25T14:02:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089233,2024-02-18T10:09:00,DGFS0012,Generated check-in: room ready for use.,2024-02-18T11:13:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089243,2022-11-01T13:04:00,DGFS0010,Generated check-in: room ready for use.,2022-11-01T15:03:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089244,2023-05-06T11:04:00,DGFS0024,Generated check-in: room ready for use.,2023-05-06T14:04:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089248,2024-06-17T16:00:00,DGFS0018,Generated check-in: room ready for use.,2024-06-17T17:12:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089249,2024-04-09T10:51:00,DGFS0022,Generated check-in: room ready for use.,2024-04-09T12:05:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089252,2024-03-12T11:04:00,DGFS0023,Generated check-in: room ready for use.,2024-03-12T11:56:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089253,2024-12-25T10:02:00,DGFS0017,Generated check-in: room ready for use.,2024-12-25T12:01:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089255,2023-04-24T11:06:00,DGFS0003,Generated check-in: room ready for use.,2023-04-24T13:05:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089256,2025-02-13T17:03:00,DGFS0013,Generated check-in: room ready for use.,2025-02-13T18:00:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089258,2024-09-07T14:04:00,DGFS0008,Generated check-in: room ready for use.,2024-09-07T15:11:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089259,2024-05-18T16:09:00,DGFS0012,Generated check-in: room ready for use.,2024-05-18T17:01:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089261,2024-03-28T07:58:00,DGFS0003,Generated check-in: room ready for use.,2024-03-28T09:07:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089262,2022-09-06T17:07:00,DGFS0023,Generated check-in: room ready for use.,2022-09-06T18:06:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089263,2024-12-18T08:58:00,DGFS0007,Generated check-in: room ready for use.,2024-12-18T11:10:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089264,2023-07-17T14:55:00,DGFS0017,Generated check-in: room ready for use.,2023-07-17T15:59:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089271,2022-12-13T11:07:00,DGFS0017,Generated check-in: room ready for use.,2022-12-13T12:55:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089276,2025-05-07T14:04:00,DGFM0005,Generated check-in: room ready for use.,2025-05-07T15:00:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089279,2024-06-07T11:09:00,DGFS0025,Generated check-in: room ready for use.,2024-06-07T13:04:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089280,2024-03-12T13:06:00,DGFS0018,Generated check-in: room ready for use.,2024-03-12T15:05:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089282,2025-03-11T08:01:00,DGFS0007,Generated check-in: room ready for use.,2025-03-11T08:58:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089284,2024-06-05T15:55:00,DGFS0021,Generated check-in: room ready for use.,2024-06-05T18:01:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089285,2023-10-15T09:51:00,DGFS0010,Generated check-in: room ready for use.,2023-10-15T12:02:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089287,2023-03-27T09:03:00,DGFM0001,Generated check-in: room ready for use.,2023-03-27T11:14:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089288,2024-12-25T10:57:00,DGFS0002,Generated check-in: room ready for use.,2024-12-25T12:14:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089290,2024-01-29T15:08:00,DGFS0013,Generated check-in: room ready for use.,2024-01-29T15:55:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089297,2024-05-06T11:58:00,DGFS0018,Generated check-in: room ready for use.,2024-05-06T13:07:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089298,2023-06-21T14:05:00,DGFS0023,Generated check-in: room ready for use.,2023-06-21T14:58:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089304,2024-08-25T12:57:00,DGFS0012,Generated check-in: room ready for use.,2024-08-25T14:03:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089306,2023-12-21T09:53:00,DGFS0010,Generated check-in: room ready for use.,2023-12-21T11:15:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089312,2024-06-06T09:09:00,DGFS0014,Generated check-in: room ready for use.,2024-06-06T09:55:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1089313,2025-04-30T14:55:00,DGFS0018,Generated check-in: room ready for use.,2025-04-30T15:59:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
